match_id,match_seq_num,radiant_win,start_time,duration,avg_mmr,num_mmr,lobby_type,game_mode,avg_rank_tier,num_rank_tier,cluster,radiant_team,dire_team
5774372408,4861548196,False,1609927680,1996,,,7,22,34,4,154,"11,98,121,28,1","72,96,114,105,87"
5774372018,4861549443,True,1609927654,2033,3592.0,5.0,7,22,64,10,236,"13,101,2,95,107","41,104,123,11,62"
5774385703,4861546969,True,1609928445,1089,1946.0,1.0,7,22,52,2,241,"56,3,70,114,42","84,93,14,52,81"
5774383607,4861548895,True,1609928296,1404,2517.0,2.0,7,22,45,7,231,"29,101,37,45,109","90,99,17,8,56"
5774381503,4861549656,True,1609928201,1566,,,7,22,37,4,151,"84,93,57,70,74","1,30,26,48,9"
5774381417,4861548847,True,1609928196,1517,3116.0,4.0,7,22,53,7,185,"7,92,114,111,98","85,34,3,44,96"
5774381213,4861548740,False,1609928185,1485,,,7,22,33,5,156,"5,8,13,7,96","90,121,94,80,29"
5774381012,4861549557,False,1609928180,1571,,,7,22,14,2,186,"114,71,7,93,5","20,74,29,27,18"
5774380302,4861549758,True,1609928140,1602,3534.0,6.0,7,22,62,9,154,"83,74,2,10,30","76,25,81,42,9"
5774379914,4861548120,True,1609928115,1549,2935.0,1.0,0,22,57,7,131,"95,47,27,73,68","63,71,64,78,128"
5774378506,4861549259,False,1609928036,1723,2599.0,1.0,7,22,31,3,156,"83,2,34,1,25","22,73,129,35,50"
5774378316,4861549688,True,1609928015,1665,3102.0,4.0,7,22,48,7,184,"75,123,86,32,59","27,43,110,42,70"
5774378100,4861548958,False,1609928015,1712,3281.0,2.0,7,22,61,3,138,"104,121,70,8,30","110,41,123,10,126"
5774377901,4861545417,True,1609928001,1491,3491.0,2.0,7,3,53,5,227,"11,84,81,87,35","119,123,42,106,108"
5774377411,4861549493,True,1609927965,1827,,,7,22,39,5,154,"29,7,25,1,13","67,55,47,39,5"
5774376308,4861549693,True,1609927894,1872,4862.0,3.0,7,3,79,9,227,"52,30,62,99,67","56,10,16,101,14"
5774375500,4861549278,True,1609927834,1911,2441.0,1.0,0,3,33,3,232,"83,101,2,109,40","44,6,57,123,51"
5774374417,4861549368,False,1609927794,1982,,,0,22,23,4,231,"114,95,110,62,68","72,104,46,29,86"
5774374414,4861548221,True,1609927789,1859,4833.0,3.0,7,22,76,6,184,"14,27,104,12,16","45,123,50,81,39"
5774374018,4861549091,True,1609927760,1746,2126.0,1.0,7,22,33,4,172,"28,1,106,112,86","27,21,87,48,19"
5774373614,4861549023,True,1609927740,1742,3075.0,1.0,7,22,44,7,185,"85,74,2,10,26","102,110,16,6,11"
5774373605,4861545279,True,1609927749,1728,2344.0,2.0,7,22,33,5,152,"41,86,21,26,96","74,109,85,28,64"
5774373312,4861542075,True,1609927731,1510,3142.0,3.0,7,22,53,9,131,"50,23,12,123,6","95,2,26,71,11"
5774373118,4861547184,False,1609927720,1770,2930.0,2.0,7,22,43,6,171,"6,10,37,126,2","83,99,44,74,30"
5774373015,4861548649,True,1609927699,1988,3248.0,2.0,7,22,49,3,151,"84,96,35,5,48","94,108,119,50,93"
5774373001,4861549260,True,1609927714,2040,3031.0,4.0,7,22,62,5,151,"30,86,74,33,10","9,56,27,104,44"
5774372916,4861527139,True,1609927709,453,4084.0,2.0,0,22,46,5,145,"63,128,27,17,95","74,85,42,7,11"
5774372903,4861542864,False,1609927704,1589,3725.0,3.0,7,22,73,7,155,"52,99,107,26,113","89,110,72,74,120"
5774372814,4861546419,True,1609927700,1843,2423.0,2.0,0,22,44,4,135,"95,27,74,83,113","11,64,70,111,88"
5774372513,4861547393,False,1609927670,1905,2964.0,5.0,7,3,40,8,227,"27,30,42,14,39","60,26,44,129,64"
5774372018,4861549443,True,1609927654,2033,3592.0,5.0,7,22,64,10,236,"101,107,13,95,2","104,62,41,11,123"
5774388919,4861544337,True,1609928637,660,,,7,22,31,5,187,"22,21,106,32,26","25,12,85,51,75"
5774387007,4861545300,True,1609928527,901,2411.0,1.0,7,22,37,5,145,"25,18,84,19,9","3,12,11,99,83"
5774385115,4861540897,True,1609928421,739,3522.0,3.0,0,22,51,6,121,"85,14,121,46,93","17,64,71,98,42"
5774383904,4861547650,False,1609928351,1287,4190.0,4.0,7,3,69,7,227,"97,60,84,126,44","35,13,32,121,108"
5774381213,4861548740,False,1609928185,1485,,,7,22,33,5,156,"96,13,8,5,7","29,94,121,90,80"
5774381012,4861549557,False,1609928180,1571,,,7,22,14,2,186,"93,7,71,114,5","27,29,74,20,18"
5774380507,4861548097,True,1609928150,1491,3757.0,3.0,7,22,61,6,184,"55,11,72,109,111","35,41,129,50,26"
5774380302,4861549758,True,1609928140,1602,3534.0,6.0,7,22,62,9,154,"74,2,10,30,83","25,81,42,9,76"
5774379914,4861548120,True,1609928115,1549,2935.0,1.0,0,22,57,7,131,"68,47,73,27,95","128,71,78,64,63"
5774379519,4861546715,True,1609928095,1468,2648.0,2.0,7,22,54,4,227,"14,13,123,89,47","10,28,25,87,39"
5774379207,4861548979,True,1609928065,1657,3009.0,1.0,7,22,34,4,144,"8,104,87,27,82","50,1,4,90,74"
5774378716,4861549790,True,1609928045,1746,4020.0,3.0,7,22,71,6,154,"13,64,44,29,90","97,74,95,9,79"
5774378600,4861548866,True,1609928041,1656,2583.0,2.0,7,22,38,5,227,"75,86,14,8,76","99,26,22,1,121"
5774378115,4861547274,True,1609928010,1586,1270.0,1.0,0,22,22,4,231,"26,86,44,108,45","42,12,27,49,111"
5774377901,4861545417,True,1609928001,1491,3491.0,2.0,7,3,53,5,227,"87,84,81,11,35","106,123,42,119,108"
5774377819,4861548932,True,1609927995,1750,1723.0,1.0,0,22,31,4,188,"42,43,12,40,110","108,35,69,93,48"
5774377411,4861549493,True,1609927965,1827,,,7,22,39,5,154,"29,13,1,25,7","67,5,39,47,55"
5774377310,4861543637,True,1609927960,1366,2642.0,1.0,0,4,28,4,145,"39,38,1,70,22","80,53,44,35,88"
5774376511,4861538645,True,1609927915,1070,2362.0,3.0,7,22,53,5,188,"14,29,17,93,30","11,26,68,21,10"
5774376309,4861549010,False,1609927900,1821,2658.0,3.0,7,22,52,5,131,"2,102,91,120,44","76,65,8,84,14"
5774375919,4861549134,False,1609927870,1851,3826.0,1.0,7,22,50,5,132,"12,44,98,74,53","83,22,54,14,123"
5774375803,4861546844,False,1609927874,1588,3836.0,1.0,7,22,39,3,156,"108,112,1,75,64","87,31,97,8,113"
5774375706,4861549375,False,1609927869,1774,2870.0,3.0,7,22,53,6,186,"93,111,52,69,14","1,13,28,71,26"
5774375500,4861549278,True,1609927834,1911,2441.0,1.0,0,3,33,3,232,"40,83,101,2,109","51,44,6,57,123"
5774374917,4861546440,False,1609927820,1728,,,7,22,32,2,135,"2,56,49,112,32","6,47,77,27,85"
5774374513,4861545946,True,1609927790,1704,,,7,22,41,2,131,"5,12,44,108,101","86,34,99,30,62"
5774374417,4861549368,False,1609927794,1982,,,0,22,23,4,231,"68,114,95,110,62","86,72,104,46,29"
5774374201,4861547185,False,1609927780,1826,3495.0,2.0,7,22,43,6,187,"10,64,16,93,87","8,27,83,104,120"
5774374018,4861549091,True,1609927760,1746,2126.0,1.0,7,22,33,4,172,"106,1,112,28,86","87,21,48,27,19"
5774373403,4861546775,True,1609927734,1806,823.0,2.0,7,22,15,5,232,"25,104,52,16,114","53,2,26,109,36"
5774373312,4861542075,True,1609927731,1510,3142.0,3.0,7,22,53,9,131,"50,12,23,6,123","95,26,2,11,71"
5774373015,4861548649,True,1609927699,1988,3248.0,2.0,7,22,49,3,151,"48,5,84,96,35","93,50,94,108,119"
5774373001,4861549260,True,1609927714,2040,3031.0,4.0,7,22,62,5,151,"74,30,10,33,86","27,9,44,104,56"
5774372811,4861545164,False,1609927700,1755,1276.0,4.0,0,22,34,5,186,"99,39,30,11,44","42,97,83,101,32"
5774372705,4861549298,True,1609927684,2074,,,7,22,12,2,185,"48,34,8,71,85","2,35,26,62,61"
5774372513,4861547393,False,1609927670,1905,2964.0,5.0,7,3,40,8,227,"27,30,39,42,14","60,26,64,44,129"
5774372504,4861547059,True,1609927684,1921,919.0,1.0,0,22,45,4,236,"2,123,25,44,86","29,22,11,37,119"
5774372018,4861549443,True,1609927654,2033,3592.0,5.0,7,22,64,10,236,"95,13,2,107,101","11,41,123,62,104"
5774371917,4861545251,False,1609927644,1815,,,7,22,14,2,182,"14,62,98,30,18","75,36,55,69,45"
5774383607,4861548895,True,1609928296,1404,2517.0,2.0,7,22,45,7,231,"109,37,101,29,45","56,17,99,90,8"
5774382508,4861536209,True,1609928270,567,4902.0,6.0,7,3,79,8,236,"41,39,81,62,31","1,129,95,8,109"
5774381503,4861549656,True,1609928201,1566,,,7,22,37,4,151,"57,84,74,70,93","26,1,9,48,30"
5774381417,4861548847,True,1609928196,1517,3116.0,4.0,7,22,53,7,185,"92,111,7,114,98","34,44,85,3,96"
5774381012,4861549557,False,1609928180,1571,,,7,22,14,2,186,"71,7,114,93,5","74,29,20,27,18"
5774380302,4861549758,True,1609928140,1602,3534.0,6.0,7,22,62,9,154,"2,83,74,10,30","81,76,25,42,9"
5774379916,4861548230,True,1609928119,1588,4211.0,5.0,7,3,76,7,227,"99,37,126,63,19","27,106,17,49,39"
5774379914,4861548120,True,1609928115,1549,2935.0,1.0,0,22,57,7,131,"47,73,27,95,68","71,78,64,63,128"
5774378716,4861549790,True,1609928045,1746,4020.0,3.0,7,22,71,6,154,"44,29,90,13,64","95,9,79,97,74"
5774378600,4861548866,True,1609928041,1656,2583.0,2.0,7,22,38,5,227,"75,14,8,76,86","99,22,1,121,26"
5774378319,4861544875,False,1609928020,1408,3882.0,3.0,7,22,54,6,138,"96,20,11,1,14","27,62,6,2,64"
5774378316,4861549688,True,1609928015,1665,3102.0,4.0,7,22,48,7,184,"123,32,59,75,86","43,42,70,27,110"
5774378314,4861547968,True,1609928004,1645,3601.0,3.0,7,22,66,7,155,"93,110,104,17,74","128,84,16,13,67"
5774377310,4861543637,True,1609927960,1366,2642.0,1.0,0,4,28,4,145,"1,70,38,22,39","44,35,53,88,80"
5774377309,4861547356,True,1609927949,1597,,,7,22,29,5,182,"1,5,26,113,69","128,42,27,22,67"
5774376916,4861542219,False,1609927939,1312,2531.0,2.0,0,4,42,5,137,"8,30,44,110,17","59,75,35,27,32"
5774376511,4861538645,True,1609927915,1070,2362.0,3.0,7,22,53,5,188,"17,29,93,30,14","68,26,21,10,11"
5774376509,4861549809,False,1609927914,1857,2035.0,3.0,7,22,37,6,152,"93,73,26,22,114","108,67,90,51,35"
5774376308,4861549693,True,1609927894,1872,4862.0,3.0,7,3,79,9,227,"67,99,62,30,52","14,101,16,10,56"
5774375919,4861549134,False,1609927870,1851,3826.0,1.0,7,22,50,5,132,"98,44,12,53,74","54,22,83,123,14"
5774375817,4861547384,False,1609927870,1743,2961.0,5.0,0,22,50,4,187,"21,99,42,100,59","104,23,15,14,2"
5774375706,4861549375,False,1609927869,1774,2870.0,3.0,7,22,53,6,186,"69,93,52,14,111","71,1,28,26,13"
5774375500,4861549278,True,1609927834,1911,2441.0,1.0,0,3,33,3,232,"40,101,2,109,83","51,6,57,123,44"
5774374713,4861542732,False,1609927779,1473,,,0,4,36,4,181,"67,35,56,61,110","8,25,128,63,113"
5774374417,4861549368,False,1609927794,1982,,,0,22,23,4,231,"62,68,110,95,114","29,86,46,104,72"
5774374414,4861548221,True,1609927789,1859,4833.0,3.0,7,22,76,6,184,"16,27,12,104,14","39,123,81,50,45"
5774374214,4861545024,True,1609927780,1626,4308.0,2.0,7,22,62,6,131,"104,63,99,83,56","86,35,95,121,126"
5774373119,4861543303,True,1609927720,1600,3356.0,1.0,7,22,33,2,193,"59,5,6,43,39","73,14,69,23,26"
5774372814,4861546419,True,1609927700,1843,2423.0,2.0,0,22,44,4,135,"74,27,95,113,83","70,64,11,88,111"
5774372813,4861549107,True,1609927699,2014,2601.0,1.0,7,22,33,5,192,"57,82,83,123,8","58,41,25,65,98"
5774372513,4861547393,False,1609927670,1905,2964.0,5.0,7,3,40,8,227,"42,14,27,39,30","44,129,60,64,26"
5774372504,4861547059,True,1609927684,1921,919.0,1.0,0,22,45,4,236,"86,2,123,25,44","119,29,22,11,37"
5774372304,4861540550,False,1609927640,1337,4029.0,4.0,7,22,72,6,181,"3,102,93,87,56","11,16,123,68,89"
5774372018,4861549443,True,1609927654,2033,3592.0,5.0,7,22,64,10,236,"95,13,101,107,2","11,41,104,62,123"
5774372012,4861547261,False,1609927625,1950,2741.0,2.0,7,22,34,4,154,"54,21,35,84,83","50,42,26,81,14"
5774382508,4861536209,True,1609928270,567,4902.0,6.0,7,3,79,8,236,"81,31,62,41,39","95,109,8,1,129"
5774381600,4861549963,True,1609928210,1465,,,7,22,50,3,188,"103,61,45,86,42","90,121,8,49,26"
5774381503,4861549656,True,1609928201,1566,,,7,22,37,4,151,"57,84,70,74,93","26,1,48,9,30"
5774381213,4861548740,False,1609928185,1485,,,7,22,33,5,156,"96,7,13,8,5","29,80,94,121,90"
5774380507,4861548097,True,1609928150,1491,3757.0,3.0,7,22,61,6,184,"72,109,11,55,111","129,50,41,35,26"
5774380302,4861549758,True,1609928140,1602,3534.0,6.0,7,22,62,9,154,"83,10,2,74,30","76,42,81,25,9"
5774378716,4861549790,True,1609928045,1746,4020.0,3.0,7,22,71,6,154,"29,44,90,13,64","9,95,79,97,74"
5774378600,4861548866,True,1609928041,1656,2583.0,2.0,7,22,38,5,227,"14,75,76,8,86","22,99,121,1,26"
5774378506,4861549259,False,1609928036,1723,2599.0,1.0,7,22,31,3,156,"25,2,83,34,1","50,73,22,129,35"
5774377819,4861548932,True,1609927995,1750,1723.0,1.0,0,22,31,4,188,"110,12,40,42,43","48,69,93,108,35"
5774377411,4861549493,True,1609927965,1827,,,7,22,39,5,154,"25,29,7,1,13","47,67,55,39,5"
5774377301,4861545754,False,1609927964,1489,4103.0,4.0,7,22,80,7,188,"78,5,114,14,17","53,8,99,31,21"
5774376509,4861549809,False,1609927914,1857,2035.0,3.0,7,22,37,6,152,"73,93,114,22,26","67,108,35,51,90"
5774376309,4861549010,False,1609927900,1821,2658.0,3.0,7,22,52,5,131,"102,91,2,120,44","65,8,76,84,14"
5774375817,4861547384,False,1609927870,1743,2961.0,5.0,0,22,50,4,187,"99,42,59,100,21","23,15,2,14,104"
5774375803,4861546844,False,1609927874,1588,3836.0,1.0,7,22,39,3,156,"112,64,108,75,1","31,113,87,8,97"
5774375706,4861549375,False,1609927869,1774,2870.0,3.0,7,22,53,6,186,"14,111,93,52,69","26,13,1,28,71"
5774374917,4861546440,False,1609927820,1728,,,7,22,32,2,135,"32,2,49,56,112","85,6,77,47,27"
5774374315,4861546659,False,1609927789,1778,4638.0,4.0,7,22,70,7,155,"97,71,8,123,74","114,14,93,45,37"
5774374201,4861547185,False,1609927780,1826,3495.0,2.0,7,22,43,6,187,"93,16,87,10,64","104,83,120,8,27"
5774374018,4861549091,True,1609927760,1746,2126.0,1.0,7,22,33,4,172,"106,86,28,112,1","87,19,27,48,21"
5774373001,4861549260,True,1609927714,2040,3031.0,4.0,7,22,62,5,151,"74,86,33,30,10","27,56,104,9,44"
5774372710,4861542073,False,1609927694,1528,861.0,1.0,7,22,22,2,151,"42,76,100,49,85","2,74,84,71,79"
5774372705,4861549298,True,1609927684,2074,,,7,22,12,2,185,"8,34,48,71,85","26,35,2,62,61"
5774372609,4861544821,True,1609927690,1727,,,7,22,28,2,152,"108,42,99,48,47","129,28,21,84,69"
5774372018,4861549443,True,1609927654,2033,3592.0,5.0,7,22,64,10,236,"107,13,95,2,101","62,41,11,123,104"
5774385115,4861540897,True,1609928421,739,3522.0,3.0,0,22,51,6,121,"121,93,46,85,14","71,42,98,17,64"
5774383607,4861548895,True,1609928296,1404,2517.0,2.0,7,22,45,7,231,"29,37,109,45,101","90,17,56,8,99"
5774381600,4861549963,True,1609928210,1465,,,7,22,50,3,188,"42,103,61,45,86","26,90,121,8,49"
5774381503,4861549656,True,1609928201,1566,,,7,22,37,4,151,"70,93,74,84,57","48,30,9,1,26"
5774381417,4861548847,True,1609928196,1517,3116.0,4.0,7,22,53,7,185,"92,98,7,111,114","34,96,85,44,3"
5774381012,4861549557,False,1609928180,1571,,,7,22,14,2,186,"7,71,114,5,93","29,74,20,18,27"
5774380902,4861534174,True,1609928176,448,,,0,22,25,3,184,"37,2,18,21,84","41,13,62,35,4"
5774380802,4861544297,False,1609928170,1193,2671.0,2.0,7,22,33,8,182,"42,110,75,129,6","14,13,87,93,23"
5774380302,4861549758,True,1609928140,1602,3534.0,6.0,7,22,62,9,154,"30,10,2,74,83","9,42,81,25,76"
5774379914,4861548120,True,1609928115,1549,2935.0,1.0,0,22,57,7,131,"95,73,47,27,68","63,78,71,64,128"
5774379602,4861548775,False,1609928100,1584,3912.0,2.0,7,22,55,4,156,"7,129,67,47,113","86,123,10,21,97"
5774379514,4861547435,True,1609928091,1564,,,0,4,12,2,182,"21,85,15,95,50","49,101,33,26,94"
5774379207,4861548979,True,1609928065,1657,3009.0,1.0,7,22,34,4,144,"82,8,27,87,104","74,50,90,4,1"
5774378506,4861549259,False,1609928036,1723,2599.0,1.0,7,22,31,3,156,"83,2,1,25,34","22,73,35,50,129"
5774378316,4861549688,True,1609928015,1665,3102.0,4.0,7,22,48,7,184,"59,75,32,86,123","70,27,42,110,43"
5774378314,4861547968,True,1609928004,1645,3601.0,3.0,7,22,66,7,155,"74,104,93,17,110","67,16,128,13,84"
5774378001,4861541478,False,1609928009,1192,,,0,22,27,3,134,"74,42,120,93,52","99,21,77,121,101"
5774377901,4861545417,True,1609928001,1491,3491.0,2.0,7,3,53,5,227,"87,35,84,81,11","106,108,123,42,119"
5774377819,4861548932,True,1609927995,1750,1723.0,1.0,0,22,31,4,188,"43,110,42,40,12","35,48,108,93,69"
5774377411,4861549493,True,1609927965,1827,,,7,22,39,5,154,"1,29,7,25,13","39,67,55,47,5"
5774376509,4861549809,False,1609927914,1857,2035.0,3.0,7,22,37,6,152,"26,93,114,22,73","90,108,35,51,67"
5774376308,4861549693,True,1609927894,1872,4862.0,3.0,7,3,79,9,227,"67,52,30,62,99","14,56,10,16,101"
5774375919,4861549134,False,1609927870,1851,3826.0,1.0,7,22,50,5,132,"98,74,44,12,53","54,14,22,83,123"
5774375706,4861549375,False,1609927869,1774,2870.0,3.0,7,22,53,6,186,"14,69,52,93,111","26,71,28,1,13"
5774375502,4861539678,True,1609927840,1247,3593.0,1.0,7,22,32,4,227,"85,8,71,13,61","1,17,104,2,121"
5774375214,4861543440,True,1609927824,1487,2478.0,3.0,7,3,33,5,236,"104,67,48,111,62","14,8,75,9,18"
5774375112,4861542081,True,1609927834,1234,,,7,22,23,4,187,"9,8,84,4,41","93,26,11,123,14"
5774374713,4861542732,False,1609927779,1473,,,0,4,36,4,181,"110,35,56,67,61","113,25,128,8,63"
5774374703,4861544573,True,1609927810,1567,3112.0,2.0,7,22,52,5,227,"8,51,26,14,13","39,2,87,41,71"
5774374513,4861545946,True,1609927790,1704,,,7,22,41,2,131,"44,12,101,5,108","99,34,62,86,30"
5774374018,4861549091,True,1609927760,1746,2126.0,1.0,7,22,33,4,172,"28,86,1,106,112","27,19,21,87,48"
5774373907,4861546090,False,1609927724,1723,1816.0,2.0,0,22,39,3,154,"123,23,32,9,56","109,45,62,84,28"
5774373809,4861542525,True,1609927755,1532,,,7,22,23,3,144,"42,74,30,58,99","35,44,129,101,69"
5774373614,4861549023,True,1609927740,1742,3075.0,1.0,7,22,44,7,185,"74,85,26,10,2","110,102,11,6,16"
5774373605,4861545279,True,1609927749,1728,2344.0,2.0,7,22,33,5,152,"86,41,21,26,96","109,74,85,28,64"
5774373016,4861548927,True,1609927699,1935,3302.0,2.0,7,22,43,3,151,"6,51,14,9,74","128,39,21,41,97"
5774373001,4861549260,True,1609927714,2040,3031.0,4.0,7,22,62,5,151,"74,86,10,30,33","27,56,44,9,104"
5774372916,4861527139,True,1609927709,453,4084.0,2.0,0,22,46,5,145,"27,95,128,17,63","42,11,85,7,74"
5774372814,4861546419,True,1609927700,1843,2423.0,2.0,0,22,44,4,135,"74,113,27,95,83","70,88,64,11,111"
5774372813,4861549107,True,1609927699,2014,2601.0,1.0,7,22,33,5,192,"82,57,8,123,83","41,58,98,65,25"
5774372811,4861545164,False,1609927700,1755,1276.0,4.0,0,22,34,5,186,"44,30,11,39,99","32,83,101,97,42"
5774372100,4861549964,True,1609927659,2092,2327.0,2.0,7,22,44,7,182,"114,78,16,20,86","48,97,74,14,75"
5774372018,4861549443,True,1609927654,2033,3592.0,5.0,7,22,64,10,236,"101,13,95,2,107","104,41,11,123,62"
5774381600,4861549963,True,1609928210,1465,,,7,22,50,3,188,"103,42,61,45,86","90,26,121,8,49"
5774381503,4861549656,True,1609928201,1566,,,7,22,37,4,151,"74,70,84,57,93","9,48,1,26,30"
5774380507,4861548097,True,1609928150,1491,3757.0,3.0,7,22,61,6,184,"111,72,11,109,55","26,129,41,50,35"
5774380302,4861549758,True,1609928140,1602,3534.0,6.0,7,22,62,9,154,"30,83,74,2,10","9,76,25,81,42"
5774380210,4861549945,True,1609928130,1682,3857.0,6.0,7,3,62,10,227,"50,28,101,25,44","17,14,36,121,6"
5774379916,4861548230,True,1609928119,1588,4211.0,5.0,7,3,76,7,227,"99,63,19,37,126","27,49,39,106,17"
5774379914,4861548120,True,1609928115,1549,2935.0,1.0,0,22,57,7,131,"47,73,27,68,95","71,78,64,128,63"
5774379602,4861548775,False,1609928100,1584,3912.0,2.0,7,22,55,4,156,"67,113,7,47,129","10,97,86,21,123"
5774379514,4861547435,True,1609928091,1564,,,0,4,12,2,182,"21,95,15,50,85","49,26,33,94,101"
5774379207,4861548979,True,1609928065,1657,3009.0,1.0,7,22,34,4,144,"104,8,82,27,87","1,50,74,90,4"
5774378716,4861549790,True,1609928045,1746,4020.0,3.0,7,22,71,6,154,"44,64,13,90,29","95,74,97,79,9"
5774378316,4861549688,True,1609928015,1665,3102.0,4.0,7,22,48,7,184,"123,75,59,32,86","43,27,70,42,110"
5774378001,4861541478,False,1609928009,1192,,,0,22,27,3,134,"120,52,42,74,93","77,101,21,99,121"
5774377901,4861545417,True,1609928001,1491,3491.0,2.0,7,3,53,5,227,"35,87,81,84,11","108,106,42,123,119"
5774376509,4861549809,False,1609927914,1857,2035.0,3.0,7,22,37,6,152,"114,73,26,22,93","35,67,90,51,108"
5774375817,4861547384,False,1609927870,1743,2961.0,5.0,0,22,50,4,187,"59,100,21,99,42","2,14,104,23,15"
5774375706,4861549375,False,1609927869,1774,2870.0,3.0,7,22,53,6,186,"14,52,69,93,111","26,28,71,1,13"
5774375500,4861549278,True,1609927834,1911,2441.0,1.0,0,3,33,3,232,"109,2,101,40,83","123,57,6,51,44"
5774375214,4861543440,True,1609927824,1487,2478.0,3.0,7,3,33,5,236,"104,111,62,48,67","14,9,18,75,8"
5774374513,4861545946,True,1609927790,1704,,,7,22,41,2,131,"101,5,108,44,12","62,86,30,99,34"
5774374417,4861549368,False,1609927794,1982,,,0,22,23,4,231,"95,62,68,114,110","104,29,86,72,46"
5774374018,4861549091,True,1609927760,1746,2126.0,1.0,7,22,33,4,172,"106,86,1,28,112","87,19,21,27,48"
5774373907,4861546090,False,1609927724,1723,1816.0,2.0,0,22,39,3,154,"23,9,32,56,123","45,84,62,28,109"
5774373811,4861543693,True,1609927760,1357,3090.0,5.0,7,3,42,10,236,"95,26,9,99,129","1,30,55,13,102"
5774373614,4861549023,True,1609927740,1742,3075.0,1.0,7,22,44,7,185,"74,10,2,85,26","110,6,16,102,11"
5774373403,4861546775,True,1609927734,1806,823.0,2.0,7,22,15,5,232,"52,16,114,104,25","26,109,36,2,53"
5774373119,4861543303,True,1609927720,1600,3356.0,1.0,7,22,33,2,193,"43,6,59,39,5","23,69,73,26,14"
5774373016,4861548927,True,1609927699,1935,3302.0,2.0,7,22,43,3,151,"51,9,14,74,6","39,41,21,97,128"
5774373015,4861548649,True,1609927699,1988,3248.0,2.0,7,22,49,3,151,"96,84,35,48,5","108,94,119,93,50"
5774372710,4861542073,False,1609927694,1528,861.0,1.0,7,22,22,2,151,"100,42,49,85,76","84,2,71,79,74"
5774372705,4861549298,True,1609927684,2074,,,7,22,12,2,185,"34,71,8,85,48","35,62,26,61,2"
5774372703,4861545995,True,1609927680,1836,4317.0,1.0,7,22,66,3,121,"27,62,63,44,51","87,52,7,42,55"
5774372504,4861547059,True,1609927684,1921,919.0,1.0,0,22,45,4,236,"86,2,123,44,25","119,29,22,37,11"
5774372408,4861548196,False,1609927680,1996,,,7,22,34,4,154,"121,98,1,28,11","114,96,87,105,72"
5774372309,4861540793,True,1609927670,1482,2980.0,1.0,7,22,41,4,154,"59,105,32,22,2","67,11,14,114,66"
5774372100,4861549964,True,1609927659,2092,2327.0,2.0,7,22,44,7,182,"86,78,16,20,114","75,97,74,14,48"
5774385703,4861546969,True,1609928445,1089,1946.0,1.0,7,22,52,2,241,"70,3,56,42,114","14,93,84,81,52"
5774385115,4861540897,True,1609928421,739,3522.0,3.0,0,22,51,6,121,"85,121,46,93,14","17,71,98,42,64"
5774383904,4861547650,False,1609928351,1287,4190.0,4.0,7,3,69,7,227,"60,84,44,126,97","13,32,108,121,35"
5774381600,4861549963,True,1609928210,1465,,,7,22,50,3,188,"86,103,45,61,42","49,90,8,121,26"
5774381503,4861549656,True,1609928201,1566,,,7,22,37,4,151,"93,74,70,84,57","30,9,48,1,26"
5774381012,4861549557,False,1609928180,1571,,,7,22,14,2,186,"5,114,71,7,93","18,20,74,29,27"
5774380507,4861548097,True,1609928150,1491,3757.0,3.0,7,22,61,6,184,"55,72,11,109,111","35,129,41,50,26"
5774380210,4861549945,True,1609928130,1682,3857.0,6.0,7,3,62,10,227,"101,50,28,25,44","36,17,14,121,6"
5774380006,4861547154,True,1609928100,1488,3811.0,2.0,7,22,50,5,172,"82,41,30,128,98","1,17,71,38,121"
5774379514,4861547435,True,1609928091,1564,,,0,4,12,2,182,"85,15,21,50,95","101,33,49,94,26"
5774379207,4861548979,True,1609928065,1657,3009.0,1.0,7,22,34,4,144,"8,104,82,27,87","50,1,74,90,4"
5774378716,4861549790,True,1609928045,1746,4020.0,3.0,7,22,71,6,154,"44,13,90,64,29","95,97,79,74,9"
5774378316,4861549688,True,1609928015,1665,3102.0,4.0,7,22,48,7,184,"75,59,32,86,123","27,70,42,110,43"
5774374900,4861550089,False,1609927821,1949,,,7,22,38,2,232,"26,41,7,4,14","8,47,100,77,87"
5774374414,4861548221,True,1609927789,1859,4833.0,3.0,7,22,76,6,184,"27,12,14,16,104","123,81,45,39,50"
5774374315,4861546659,False,1609927789,1778,4638.0,4.0,7,22,70,7,155,"8,74,123,71,97","93,37,45,14,114"
5774374214,4861545024,True,1609927780,1626,4308.0,2.0,7,22,62,6,131,"104,83,63,99,56","86,121,35,95,126"
5774374201,4861547185,False,1609927780,1826,3495.0,2.0,7,22,43,6,187,"10,16,64,87,93","8,83,27,120,104"
5774373809,4861542525,True,1609927755,1532,,,7,22,23,3,144,"99,30,74,58,42","69,129,44,101,35"
5774373614,4861549023,True,1609927740,1742,3075.0,1.0,7,22,44,7,185,"2,26,10,85,74","16,11,6,102,110"
5774373118,4861547184,False,1609927720,1770,2930.0,2.0,7,22,43,6,171,"126,2,10,6,37","74,30,99,83,44"
5774373016,4861548927,True,1609927699,1935,3302.0,2.0,7,22,43,3,151,"6,14,9,74,51","128,21,41,97,39"
5774373001,4861549260,True,1609927714,2040,3031.0,4.0,7,22,62,5,151,"30,10,86,74,33","9,44,56,27,104"
5774372903,4861542864,False,1609927704,1589,3725.0,3.0,7,22,73,7,155,"26,107,113,99,52","74,72,120,110,89"
